,datetime,state,last_changed,state_diff,strftime
0,2023-08-06 00:00:00,1597989.52,2023-08-06T00:00:062023-08-06T00:00:542023-08-06T00:01:002023-08-06T00:01:362023-08-06T00:02:112023-08-06T00:02:362023-08-06T00:03:052023-08-06T00:03:422023-08-06T00:04:242023-08-06T00:04:422023-08-06T00:05:122023-08-06T00:05:472023-08-06T00:06:302023-08-06T00:06:482023-08-06T00:07:122023-08-06T00:07:482023-08-06T00:08:182023-08-06T00:09:062023-08-06T00:09:232023-08-06T00:09:482023-08-06T00:10:172023-08-06T00:10:482023-08-06T00:11:122023-08-06T00:11:422023-08-06T00:12:062023-08-06T00:12:302023-08-06T00:12:542023-08-06T00:13:242023-08-06T00:13:482023-08-06T00:14:182023-08-06T00:14:542023-08-06T00:15:182023-08-06T00:15:422023-08-06T00:16:122023-08-06T00:16:362023-08-06T00:17:122023-08-06T00:17:362023-08-06T00:17:542023-08-06T00:18:242023-08-06T00:18:422023-08-06T00:19:122023-08-06T00:20:122023-08-06T00:20:302023-08-06T00:20:542023-08-06T00:21:182023-08-06T00:21:482023-08-06T00:22:242023-08-06T00:22:542023-08-06T00:23:002023-08-06T00:23:302023-08-06T00:23:542023-08-06T00:24:242023-08-06T00:25:002023-08-06T00:25:302023-08-06T00:25:482023-08-06T00:26:242023-08-06T00:26:542023-08-06T00:27:122023-08-06T00:27:422023-08-06T00:28:062023-08-06T00:28:422023-08-06T00:29:062023-08-06T00:29:482023-08-06T00:30:122023-08-06T00:30:362023-08-06T00:31:062023-08-06T00:31:362023-08-06T00:32:062023-08-06T00:32:422023-08-06T00:33:062023-08-06T00:33:422023-08-06T00:34:122023-08-06T00:34:422023-08-06T00:35:302023-08-06T00:35:482023-08-06T00:36:422023-08-06T00:37:122023-08-06T00:37:422023-08-06T00:38:302023-08-06T00:38:482023-08-06T00:39:242023-08-06T00:39:482023-08-06T00:40:182023-08-06T00:40:482023-08-06T00:41:182023-08-06T00:42:002023-08-06T00:42:182023-08-06T00:42:542023-08-06T00:43:242023-08-06T00:43:542023-08-06T00:44:242023-08-06T00:45:002023-08-06T00:45:302023-08-06T00:45:542023-08-06T00:46:242023-08-06T00:47:062023-08-06T00:48:302023-08-06T00:48:542023-08-06T00:49:242023-08-06T00:50:002023-08-06T00:50:242023-08-06T00:50:542023-08-06T00:51:242023-08-06T00:52:002023-08-06T00:52:182023-08-06T00:52:542023-08-06T00:53:242023-08-06T00:53:482023-08-06T00:54:242023-08-06T00:55:002023-08-06T00:55:242023-08-06T00:55:482023-08-06T00:56:212023-08-06T00:56:422023-08-06T00:57:182023-08-06T00:57:482023-08-06T00:58:302023-08-06T00:58:482023-08-06T00:59:182023-08-06T00:59:48,1.2300000000013824,12:00 AM
1,2023-08-06 01:00:00,1531547.25,2023-08-06T01:00:182023-08-06T01:00:482023-08-06T01:01:182023-08-06T01:02:002023-08-06T01:02:242023-08-06T01:03:002023-08-06T01:03:242023-08-06T01:04:122023-08-06T01:04:362023-08-06T01:05:002023-08-06T01:05:302023-08-06T01:06:062023-08-06T01:06:302023-08-06T01:07:062023-08-06T01:08:362023-08-06T01:09:062023-08-06T01:09:542023-08-06T01:10:122023-08-06T01:10:482023-08-06T01:11:122023-08-06T01:12:062023-08-06T01:12:182023-08-06T01:12:542023-08-06T01:13:242023-08-06T01:13:482023-08-06T01:14:182023-08-06T01:15:062023-08-06T01:15:242023-08-06T01:16:002023-08-06T01:16:242023-08-06T01:17:002023-08-06T01:17:362023-08-06T01:18:002023-08-06T01:18:302023-08-06T01:19:002023-08-06T01:19:302023-08-06T01:20:002023-08-06T01:20:302023-08-06T01:21:062023-08-06T01:21:422023-08-06T01:22:062023-08-06T01:22:362023-08-06T01:23:242023-08-06T01:23:362023-08-06T01:24:062023-08-06T01:24:302023-08-06T01:25:182023-08-06T01:25:302023-08-06T01:26:062023-08-06T01:26:302023-08-06T01:27:002023-08-06T01:27:302023-08-06T01:28:062023-08-06T01:28:302023-08-06T01:29:122023-08-06T01:29:422023-08-06T01:30:242023-08-06T01:30:302023-08-06T01:31:062023-08-06T01:31:482023-08-06T01:32:062023-08-06T01:32:362023-08-06T01:33:362023-08-06T01:34:122023-08-06T01:34:422023-08-06T01:35:122023-08-06T01:35:482023-08-06T01:36:302023-08-06T01:36:482023-08-06T01:37:242023-08-06T01:38:062023-08-06T01:38:242023-08-06T01:39:182023-08-06T01:39:302023-08-06T01:40:182023-08-06T01:40:422023-08-06T01:41:242023-08-06T01:41:542023-08-06T01:42:122023-08-06T01:42:422023-08-06T01:43:122023-08-06T01:43:542023-08-06T01:44:122023-08-06T01:44:422023-08-06T01:45:122023-08-06T01:45:482023-08-06T01:46:122023-08-06T01:46:482023-08-06T01:47:122023-08-06T01:47:422023-08-06T01:48:122023-08-06T01:48:422023-08-06T01:49:062023-08-06T01:49:362023-08-06T01:50:062023-08-06T01:50:362023-08-06T01:51:062023-08-06T01:51:302023-08-06T01:52:002023-08-06T01:52:302023-08-06T01:52:542023-08-06T01:53:242023-08-06T01:53:542023-08-06T01:54:482023-08-06T01:55:062023-08-06T01:55:242023-08-06T01:55:542023-08-06T01:56:242023-08-06T01:56:482023-08-06T01:57:182023-08-06T01:57:482023-08-06T01:58:122023-08-06T01:58:542023-08-06T01:59:062023-08-06T01:59:48,1.179999999998472,01:00 AM
2,2023-08-06 02:00:00,1558320.05,2023-08-06T02:00:002023-08-06T02:00:362023-08-06T02:00:542023-08-06T02:01:242023-08-06T02:01:482023-08-06T02:02:122023-08-06T02:02:422023-08-06T02:03:122023-08-06T02:03:362023-08-06T02:04:062023-08-06T02:04:362023-08-06T02:05:062023-08-06T02:05:302023-08-06T02:06:002023-08-06T02:06:362023-08-06T02:07:002023-08-06T02:07:302023-08-06T02:08:002023-08-06T02:08:302023-08-06T02:09:002023-08-06T02:09:362023-08-06T02:10:002023-08-06T02:10:302023-08-06T02:11:002023-08-06T02:11:302023-08-06T02:12:002023-08-06T02:12:482023-08-06T02:13:122023-08-06T02:13:362023-08-06T02:14:062023-08-06T02:14:362023-08-06T02:15:122023-08-06T02:15:362023-08-06T02:16:122023-08-06T02:16:482023-08-06T02:17:242023-08-06T02:17:422023-08-06T02:18:122023-08-06T02:18:422023-08-06T02:19:182023-08-06T02:19:542023-08-06T02:20:302023-08-06T02:20:482023-08-06T02:21:362023-08-06T02:21:482023-08-06T02:22:182023-08-06T02:23:002023-08-06T02:23:242023-08-06T02:23:542023-08-06T02:24:362023-08-06T02:25:002023-08-06T02:25:422023-08-06T02:26:002023-08-06T02:26:302023-08-06T02:27:002023-08-06T02:27:302023-08-06T02:28:002023-08-06T02:28:422023-08-06T02:29:062023-08-06T02:29:362023-08-06T02:30:062023-08-06T02:30:422023-08-06T02:31:122023-08-06T02:31:362023-08-06T02:32:122023-08-06T02:32:422023-08-06T02:33:122023-08-06T02:33:482023-08-06T02:34:062023-08-06T02:34:362023-08-06T02:35:062023-08-06T02:35:422023-08-06T02:36:062023-08-06T02:36:422023-08-06T02:37:062023-08-06T02:37:362023-08-06T02:38:122023-08-06T02:38:362023-08-06T02:39:182023-08-06T02:40:302023-08-06T02:40:362023-08-06T02:41:242023-08-06T02:41:422023-08-06T02:42:122023-08-06T02:42:362023-08-06T02:43:062023-08-06T02:43:422023-08-06T02:44:062023-08-06T02:44:362023-08-06T02:45:062023-08-06T02:45:422023-08-06T02:46:122023-08-06T02:46:362023-08-06T02:47:182023-08-06T02:47:422023-08-06T02:48:182023-08-06T02:48:482023-08-06T02:49:242023-08-06T02:49:492023-08-06T02:51:062023-08-06T02:51:242023-08-06T02:51:542023-08-06T02:52:182023-08-06T02:52:542023-08-06T02:53:252023-08-06T02:54:002023-08-06T02:54:242023-08-06T02:55:062023-08-06T02:55:242023-08-06T02:55:542023-08-06T02:56:242023-08-06T02:57:012023-08-06T02:57:422023-08-06T02:58:002023-08-06T02:58:362023-08-06T02:59:002023-08-06T02:59:30,1.1900000000005093,02:00 AM
3,2023-08-06 03:00:00,1598421.88,2023-08-06T03:00:002023-08-06T03:00:372023-08-06T03:01:062023-08-06T03:01:362023-08-06T03:02:062023-08-06T03:02:482023-08-06T03:03:192023-08-06T03:03:482023-08-06T03:04:182023-08-06T03:04:482023-08-06T03:05:122023-08-06T03:05:482023-08-06T03:06:242023-08-06T03:07:122023-08-06T03:07:242023-08-06T03:08:012023-08-06T03:08:182023-08-06T03:08:482023-08-06T03:09:182023-08-06T03:09:542023-08-06T03:10:182023-08-06T03:10:542023-08-06T03:11:252023-08-06T03:11:542023-08-06T03:12:242023-08-06T03:12:542023-08-06T03:13:252023-08-06T03:14:002023-08-06T03:14:192023-08-06T03:14:482023-08-06T03:15:362023-08-06T03:15:552023-08-06T03:16:492023-08-06T03:17:182023-08-06T03:17:482023-08-06T03:18:242023-08-06T03:18:492023-08-06T03:19:242023-08-06T03:19:482023-08-06T03:20:182023-08-06T03:20:492023-08-06T03:21:192023-08-06T03:21:482023-08-06T03:22:182023-08-06T03:22:482023-08-06T03:23:192023-08-06T03:23:542023-08-06T03:24:302023-08-06T03:24:552023-08-06T03:25:302023-08-06T03:25:542023-08-06T03:26:362023-08-06T03:26:552023-08-06T03:27:242023-08-06T03:28:242023-08-06T03:28:312023-08-06T03:29:002023-08-06T03:29:492023-08-06T03:30:062023-08-06T03:30:542023-08-06T03:31:062023-08-06T03:31:372023-08-06T03:32:072023-08-06T03:32:422023-08-06T03:33:182023-08-06T03:33:422023-08-06T03:34:122023-08-06T03:34:492023-08-06T03:35:182023-08-06T03:35:482023-08-06T03:36:192023-08-06T03:36:542023-08-06T03:37:182023-08-06T03:37:482023-08-06T03:38:182023-08-06T03:38:492023-08-06T03:39:192023-08-06T03:39:482023-08-06T03:40:302023-08-06T03:40:492023-08-06T03:41:242023-08-06T03:41:542023-08-06T03:42:252023-08-06T03:43:002023-08-06T03:43:312023-08-06T03:43:492023-08-06T03:44:182023-08-06T03:44:482023-08-06T03:45:192023-08-06T03:45:422023-08-06T03:46:132023-08-06T03:46:362023-08-06T03:47:072023-08-06T03:47:302023-08-06T03:47:542023-08-06T03:48:242023-08-06T03:48:552023-08-06T03:49:252023-08-06T03:49:492023-08-06T03:50:192023-08-06T03:50:432023-08-06T03:51:182023-08-06T03:51:372023-08-06T03:52:122023-08-06T03:52:312023-08-06T03:53:062023-08-06T03:53:252023-08-06T03:54:072023-08-06T03:54:242023-08-06T03:54:492023-08-06T03:55:182023-08-06T03:55:432023-08-06T03:56:192023-08-06T03:56:372023-08-06T03:57:062023-08-06T03:57:362023-08-06T03:58:132023-08-06T03:58:372023-08-06T03:59:072023-08-06T03:59:36,1.2100000000009459,03:00 AM
4,2023-08-06 04:00:00,1585246.38,2023-08-06T04:00:062023-08-06T04:00:492023-08-06T04:01:002023-08-06T04:01:362023-08-06T04:02:182023-08-06T04:02:432023-08-06T04:03:072023-08-06T04:03:312023-08-06T04:04:062023-08-06T04:04:312023-08-06T04:05:002023-08-06T04:05:252023-08-06T04:05:542023-08-06T04:06:312023-08-06T04:07:132023-08-06T04:07:252023-08-06T04:07:492023-08-06T04:08:242023-08-06T04:08:482023-08-06T04:09:182023-08-06T04:09:492023-08-06T04:10:192023-08-06T04:10:432023-08-06T04:11:302023-08-06T04:11:432023-08-06T04:12:122023-08-06T04:12:492023-08-06T04:13:182023-08-06T04:13:432023-08-06T04:14:122023-08-06T04:14:422023-08-06T04:15:132023-08-06T04:15:482023-08-06T04:16:132023-08-06T04:17:312023-08-06T04:18:072023-08-06T04:18:132023-08-06T04:18:422023-08-06T04:19:122023-08-06T04:19:492023-08-06T04:20:132023-08-06T04:20:372023-08-06T04:21:072023-08-06T04:21:372023-08-06T04:22:132023-08-06T04:22:312023-08-06T04:23:072023-08-06T04:23:312023-08-06T04:24:012023-08-06T04:24:312023-08-06T04:25:002023-08-06T04:25:372023-08-06T04:25:542023-08-06T04:26:252023-08-06T04:27:072023-08-06T04:27:252023-08-06T04:27:552023-08-06T04:28:192023-08-06T04:28:432023-08-06T04:29:132023-08-06T04:29:432023-08-06T04:30:072023-08-06T04:30:312023-08-06T04:30:552023-08-06T04:31:182023-08-06T04:32:002023-08-06T04:32:192023-08-06T04:32:542023-08-06T04:33:252023-08-06T04:34:372023-08-06T04:34:542023-08-06T04:35:312023-08-06T04:36:012023-08-06T04:36:312023-08-06T04:37:012023-08-06T04:37:312023-08-06T04:38:192023-08-06T04:38:372023-08-06T04:39:072023-08-06T04:39:372023-08-06T04:40:072023-08-06T04:40:552023-08-06T04:41:122023-08-06T04:41:492023-08-06T04:42:312023-08-06T04:42:552023-08-06T04:43:192023-08-06T04:44:012023-08-06T04:44:312023-08-06T04:45:072023-08-06T04:45:552023-08-06T04:47:012023-08-06T04:47:372023-08-06T04:47:552023-08-06T04:48:312023-08-06T04:49:372023-08-06T04:49:552023-08-06T04:50:192023-08-06T04:50:552023-08-06T04:51:132023-08-06T04:51:372023-08-06T04:52:012023-08-06T04:52:312023-08-06T04:52:432023-08-06T04:53:072023-08-06T04:53:312023-08-06T04:53:552023-08-06T04:54:132023-08-06T04:54:552023-08-06T04:55:012023-08-06T04:55:312023-08-06T04:56:012023-08-06T04:56:312023-08-06T04:57:012023-08-06T04:57:372023-08-06T04:58:072023-08-06T04:58:432023-08-06T04:59:312023-08-06T04:59:49,1.2399999999997817,04:00 AM
5,2023-08-06 05:00:00,1745272.21,2023-08-06T05:00:252023-08-06T05:00:552023-08-06T05:01:312023-08-06T05:02:072023-08-06T05:02:492023-08-06T05:03:372023-08-06T05:03:552023-08-06T05:04:312023-08-06T05:05:132023-08-06T05:05:492023-08-06T05:06:312023-08-06T05:07:012023-08-06T05:07:372023-08-06T05:08:072023-08-06T05:08:492023-08-06T05:09:132023-08-06T05:09:492023-08-06T05:10:312023-08-06T05:10:492023-08-06T05:11:312023-08-06T05:11:492023-08-06T05:12:192023-08-06T05:12:492023-08-06T05:13:192023-08-06T05:13:492023-08-06T05:14:132023-08-06T05:14:312023-08-06T05:15:012023-08-06T05:15:252023-08-06T05:15:492023-08-06T05:16:132023-08-06T05:16:492023-08-06T05:17:012023-08-06T05:17:252023-08-06T05:17:552023-08-06T05:18:192023-08-06T05:18:432023-08-06T05:19:132023-08-06T05:19:252023-08-06T05:20:012023-08-06T05:20:132023-08-06T05:20:372023-08-06T05:21:072023-08-06T05:21:192023-08-06T05:21:432023-08-06T05:22:012023-08-06T05:22:312023-08-06T05:22:432023-08-06T05:23:012023-08-06T05:23:252023-08-06T05:23:432023-08-06T05:24:072023-08-06T05:24:432023-08-06T05:25:012023-08-06T05:25:192023-08-06T05:25:372023-08-06T05:26:012023-08-06T05:26:192023-08-06T05:26:372023-08-06T05:26:552023-08-06T05:27:132023-08-06T05:27:312023-08-06T05:27:552023-08-06T05:28:132023-08-06T05:28:492023-08-06T05:29:012023-08-06T05:29:312023-08-06T05:30:012023-08-06T05:30:372023-08-06T05:31:012023-08-06T05:31:312023-08-06T05:32:012023-08-06T05:32:312023-08-06T05:32:552023-08-06T05:33:372023-08-06T05:33:492023-08-06T05:34:192023-08-06T05:34:492023-08-06T05:35:192023-08-06T05:35:432023-08-06T05:36:072023-08-06T05:36:432023-08-06T05:37:132023-08-06T05:37:312023-08-06T05:37:552023-08-06T05:38:192023-08-06T05:38:432023-08-06T05:39:072023-08-06T05:39:372023-08-06T05:40:072023-08-06T05:40:252023-08-06T05:40:492023-08-06T05:41:192023-08-06T05:41:492023-08-06T05:42:132023-08-06T05:42:372023-08-06T05:43:072023-08-06T05:43:492023-08-06T05:44:192023-08-06T05:44:492023-08-06T05:45:132023-08-06T05:45:432023-08-06T05:46:132023-08-06T05:47:012023-08-06T05:47:072023-08-06T05:47:432023-08-06T05:48:132023-08-06T05:48:372023-08-06T05:49:072023-08-06T05:49:372023-08-06T05:50:012023-08-06T05:50:312023-08-06T05:51:192023-08-06T05:51:432023-08-06T05:52:072023-08-06T05:52:312023-08-06T05:52:552023-08-06T05:53:312023-08-06T05:53:552023-08-06T05:54:312023-08-06T05:55:192023-08-06T05:55:312023-08-06T05:55:492023-08-06T05:56:192023-08-06T05:56:492023-08-06T05:57:192023-08-06T05:57:492023-08-06T05:58:132023-08-06T05:58:432023-08-06T05:59:132023-08-06T05:59:43,1.3299999999999272,05:00 AM
6,2023-08-06 06:00:00,1758770.46,2023-08-06T06:00:132023-08-06T06:00:372023-08-06T06:01:072023-08-06T06:01:312023-08-06T06:02:072023-08-06T06:02:372023-08-06T06:03:012023-08-06T06:03:372023-08-06T06:03:552023-08-06T06:04:252023-08-06T06:04:552023-08-06T06:05:252023-08-06T06:05:552023-08-06T06:06:312023-08-06T06:06:492023-08-06T06:07:132023-08-06T06:07:372023-08-06T06:08:072023-08-06T06:08:312023-08-06T06:08:552023-08-06T06:09:192023-08-06T06:09:492023-08-06T06:10:192023-08-06T06:10:432023-08-06T06:11:252023-08-06T06:11:372023-08-06T06:11:552023-08-06T06:12:252023-08-06T06:12:492023-08-06T06:13:252023-08-06T06:13:372023-08-06T06:14:252023-08-06T06:14:372023-08-06T06:15:072023-08-06T06:15:252023-08-06T06:15:492023-08-06T06:16:132023-08-06T06:16:432023-08-06T06:17:132023-08-06T06:17:312023-08-06T06:18:132023-08-06T06:18:192023-08-06T06:18:552023-08-06T06:19:132023-08-06T06:19:372023-08-06T06:20:072023-08-06T06:20:312023-08-06T06:21:012023-08-06T06:21:372023-08-06T06:21:552023-08-06T06:22:252023-08-06T06:23:012023-08-06T06:23:192023-08-06T06:23:552023-08-06T06:24:252023-08-06T06:24:432023-08-06T06:25:132023-08-06T06:25:432023-08-06T06:26:072023-08-06T06:26:552023-08-06T06:27:132023-08-06T06:27:372023-08-06T06:28:132023-08-06T06:28:312023-08-06T06:28:552023-08-06T06:29:432023-08-06T06:29:552023-08-06T06:30:252023-08-06T06:30:552023-08-06T06:31:192023-08-06T06:31:492023-08-06T06:32:192023-08-06T06:32:492023-08-06T06:33:192023-08-06T06:33:492023-08-06T06:34:132023-08-06T06:34:432023-08-06T06:35:132023-08-06T06:35:432023-08-06T06:36:132023-08-06T06:36:432023-08-06T06:37:072023-08-06T06:37:372023-08-06T06:38:072023-08-06T06:39:132023-08-06T06:39:312023-08-06T06:40:012023-08-06T06:40:372023-08-06T06:40:552023-08-06T06:41:312023-08-06T06:41:552023-08-06T06:42:192023-08-06T06:42:432023-08-06T06:43:192023-08-06T06:43:312023-08-06T06:43:552023-08-06T06:44:192023-08-06T06:44:492023-08-06T06:45:132023-08-06T06:45:372023-08-06T06:46:012023-08-06T06:46:312023-08-06T06:47:012023-08-06T06:47:192023-08-06T06:47:432023-08-06T06:48:072023-08-06T06:48:372023-08-06T06:49:012023-08-06T06:49:252023-08-06T06:49:552023-08-06T06:50:192023-08-06T06:50:492023-08-06T06:51:132023-08-06T06:51:372023-08-06T06:52:012023-08-06T06:52:432023-08-06T06:52:492023-08-06T06:53:312023-08-06T06:53:372023-08-06T06:54:132023-08-06T06:54:372023-08-06T06:54:552023-08-06T06:55:312023-08-06T06:55:552023-08-06T06:56:312023-08-06T06:56:492023-08-06T06:57:192023-08-06T06:57:552023-08-06T06:58:192023-08-06T06:58:492023-08-06T06:59:252023-08-06T06:59:43,1.3299999999999272,06:00 AM
9,2023-08-06 09:00:00,3092245.75,2023-08-06T09:00:132023-08-06T09:00:562023-08-06T09:01:072023-08-06T09:01:502023-08-06T09:02:012023-08-06T09:02:322023-08-06T09:02:552023-08-06T09:03:322023-08-06T09:04:012023-08-06T09:04:202023-08-06T09:04:432023-08-06T09:05:142023-08-06T09:05:372023-08-06T09:06:082023-08-06T09:06:312023-08-06T09:07:082023-08-06T09:07:202023-08-06T09:07:492023-08-06T09:08:312023-08-06T09:08:562023-08-06T09:09:132023-08-06T09:09:442023-08-06T09:10:082023-08-06T09:10:312023-08-06T09:11:082023-08-06T09:11:202023-08-06T09:11:442023-08-06T09:12:142023-08-06T09:12:382023-08-06T09:13:132023-08-06T09:13:262023-08-06T09:13:502023-08-06T09:14:142023-08-06T09:14:382023-08-06T09:15:082023-08-06T09:15:322023-08-06T09:15:552023-08-06T09:16:202023-08-06T09:16:562023-08-06T09:17:142023-08-06T09:17:312023-08-06T09:17:562023-08-06T09:18:202023-08-06T09:18:442023-08-06T09:19:192023-08-06T09:19:442023-08-06T09:20:022023-08-06T09:20:252023-08-06T09:21:022023-08-06T09:21:382023-08-06T09:21:442023-08-06T09:22:132023-08-06T09:22:382023-08-06T09:23:072023-08-06T09:23:262023-08-06T09:23:492023-08-06T09:24:202023-08-06T09:24:442023-08-06T09:25:142023-08-06T09:25:382023-08-06T09:26:022023-08-06T09:26:262023-08-06T09:27:022023-08-06T09:27:202023-08-06T09:27:442023-08-06T09:28:142023-08-06T09:28:382023-08-06T09:29:022023-08-06T09:29:442023-08-06T09:30:022023-08-06T09:30:192023-08-06T09:30:442023-08-06T09:31:082023-08-06T09:31:382023-08-06T09:32:022023-08-06T09:32:322023-08-06T09:32:562023-08-06T09:33:322023-08-06T09:33:552023-08-06T09:34:262023-08-06T09:34:382023-08-06T09:34:492023-08-06T09:34:562023-08-06T09:35:082023-08-06T09:35:202023-08-06T09:35:262023-08-06T09:35:322023-08-06T09:35:502023-08-06T09:35:562023-08-06T09:36:082023-08-06T09:36:202023-08-06T09:36:322023-08-06T09:36:442023-08-06T09:36:502023-08-06T09:36:562023-08-06T09:37:082023-08-06T09:37:142023-08-06T09:37:262023-08-06T09:37:312023-08-06T09:37:382023-08-06T09:37:502023-08-06T09:37:562023-08-06T09:38:252023-08-06T09:38:442023-08-06T09:38:502023-08-06T09:38:562023-08-06T09:39:082023-08-06T09:39:142023-08-06T09:39:262023-08-06T09:39:322023-08-06T09:39:442023-08-06T09:39:502023-08-06T09:40:022023-08-06T09:40:142023-08-06T09:40:202023-08-06T09:40:322023-08-06T09:40:382023-08-06T09:40:502023-08-06T09:41:022023-08-06T09:41:082023-08-06T09:41:142023-08-06T09:41:322023-08-06T09:41:562023-08-06T09:42:022023-08-06T09:42:082023-08-06T09:42:322023-08-06T09:42:382023-08-06T09:42:502023-08-06T09:43:022023-08-06T09:43:082023-08-06T09:43:142023-08-06T09:43:262023-08-06T09:43:322023-08-06T09:43:442023-08-06T09:43:502023-08-06T09:43:562023-08-06T09:44:082023-08-06T09:44:142023-08-06T09:44:262023-08-06T09:44:322023-08-06T09:44:442023-08-06T09:44:502023-08-06T09:45:022023-08-06T09:45:082023-08-06T09:45:142023-08-06T09:45:322023-08-06T09:45:382023-08-06T09:45:502023-08-06T09:46:022023-08-06T09:46:142023-08-06T09:46:202023-08-06T09:46:322023-08-06T09:46:382023-08-06T09:46:502023-08-06T09:46:562023-08-06T09:47:022023-08-06T09:47:142023-08-06T09:47:202023-08-06T09:47:382023-08-06T09:47:442023-08-06T09:47:562023-08-06T09:48:022023-08-06T09:48:082023-08-06T09:48:202023-08-06T09:48:262023-08-06T09:48:382023-08-06T09:48:442023-08-06T09:48:502023-08-06T09:49:322023-08-06T09:49:382023-08-06T09:49:502023-08-06T09:50:022023-08-06T09:50:082023-08-06T09:50:202023-08-06T09:50:262023-08-06T09:50:322023-08-06T09:50:442023-08-06T09:50:502023-08-06T09:51:022023-08-06T09:51:142023-08-06T09:51:262023-08-06T09:51:322023-08-06T09:51:442023-08-06T09:51:502023-08-06T09:51:562023-08-06T09:52:082023-08-06T09:52:142023-08-06T09:52:262023-08-06T09:52:322023-08-06T09:52:382023-08-06T09:52:442023-08-06T09:52:562023-08-06T09:53:022023-08-06T09:53:142023-08-06T09:53:202023-08-06T09:53:262023-08-06T09:53:382023-08-06T09:53:442023-08-06T09:53:502023-08-06T09:54:082023-08-06T09:54:142023-08-06T09:54:262023-08-06T09:54:322023-08-06T09:54:442023-08-06T09:54:502023-08-06T09:54:562023-08-06T09:55:082023-08-06T09:55:322023-08-06T09:55:382023-08-06T09:55:442023-08-06T09:56:022023-08-06T09:56:142023-08-06T09:56:202023-08-06T09:56:262023-08-06T09:56:502023-08-06T09:57:022023-08-06T09:57:082023-08-06T09:57:202023-08-06T09:57:262023-08-06T09:57:382023-08-06T09:57:502023-08-06T09:58:022023-08-06T09:58:142023-08-06T09:58:262023-08-06T09:58:382023-08-06T09:58:502023-08-06T09:58:562023-08-06T09:59:082023-08-06T09:59:202023-08-06T09:59:262023-08-06T09:59:382023-08-06T09:59:44,2.569999999999709,09:00 AM
