timestamp,state,last_changed,strftime,time_period,cost
2024-08-08 02:00:00+12:00,1.7000000000007276,2024-08-07T14:02:29.051229+00:002024-08-07T14:04:59.278988+00:002024-08-07T14:07:29.125046+00:002024-08-07T14:09:59.043879+00:002024-08-07T14:12:29.052141+00:002024-08-07T14:14:29.357815+00:002024-08-07T14:15:59.187597+00:002024-08-07T14:16:59.129410+00:002024-08-07T14:18:29.156100+00:002024-08-07T14:19:59.034389+00:002024-08-07T14:21:29.075469+00:002024-08-07T14:22:59.290240+00:002024-08-07T14:24:29.080997+00:002024-08-07T14:25:59.084213+00:002024-08-07T14:26:59.081949+00:002024-08-07T14:28:29.094226+00:002024-08-07T14:29:59.034460+00:00,02:02 AM02:04 AM02:07 AM02:09 AM02:12 AM02:14 AM02:15 AM02:16 AM02:18 AM02:19 AM02:21 AM02:22 AM02:24 AM02:25 AM02:26 AM02:28 AM02:29 AM,off_peak,0.22491000000009626
2024-08-08 02:30:00+12:00,2.0,2024-08-07T14:31:29.093902+00:002024-08-07T14:32:59.125619+00:002024-08-07T14:34:29.145961+00:002024-08-07T14:35:59.161769+00:002024-08-07T14:37:29.073853+00:002024-08-07T14:38:59.191691+00:002024-08-07T14:40:29.099005+00:002024-08-07T14:41:29.080674+00:002024-08-07T14:42:29.037914+00:002024-08-07T14:42:59.119575+00:002024-08-07T14:43:59.091763+00:002024-08-07T14:44:59.048518+00:002024-08-07T14:45:29.157066+00:002024-08-07T14:46:29.140015+00:002024-08-07T14:47:59.195355+00:002024-08-07T14:49:59.080688+00:002024-08-07T14:51:59.025845+00:002024-08-07T14:54:29.045154+00:002024-08-07T14:56:59.311872+00:002024-08-07T14:59:29.089840+00:00,02:31 AM02:32 AM02:34 AM02:35 AM02:37 AM02:38 AM02:40 AM02:41 AM02:42 AM02:42 AM02:43 AM02:44 AM02:45 AM02:46 AM02:47 AM02:49 AM02:51 AM02:54 AM02:56 AM02:59 AM,off_peak,0.2646
2024-08-08 03:00:00+12:00,1.2000000000007276,2024-08-07T15:01:59.084797+00:002024-08-07T15:04:29.153544+00:002024-08-07T15:06:59.052883+00:002024-08-07T15:09:29.067539+00:002024-08-07T15:11:59.071880+00:002024-08-07T15:14:29.032802+00:002024-08-07T15:16:59.091577+00:002024-08-07T15:19:29.133552+00:002024-08-07T15:21:59.050143+00:002024-08-07T15:24:29.155089+00:002024-08-07T15:26:59.089432+00:002024-08-07T15:29:29.093800+00:00,03:01 AM03:04 AM03:06 AM03:09 AM03:11 AM03:14 AM03:16 AM03:19 AM03:21 AM03:24 AM03:26 AM03:29 AM,off_peak,0.15876000000009627
2024-08-08 03:30:00+12:00,1.2000000000007276,2024-08-07T15:31:59.126539+00:002024-08-07T15:34:29.132874+00:002024-08-07T15:36:59.144429+00:002024-08-07T15:39:29.047781+00:002024-08-07T15:41:59.072328+00:002024-08-07T15:44:29.319398+00:002024-08-07T15:47:00.129048+00:002024-08-07T15:49:30.164623+00:002024-08-07T15:52:00.091614+00:002024-08-07T15:54:30.376313+00:002024-08-07T15:57:00.095303+00:002024-08-07T15:59:30.014508+00:00,03:31 AM03:34 AM03:36 AM03:39 AM03:41 AM03:44 AM03:47 AM03:49 AM03:52 AM03:54 AM03:57 AM03:59 AM,off_peak,0.15876000000009627
2024-08-08 04:00:00+12:00,1.3999999999978172,2024-08-07T16:02:00.150782+00:002024-08-07T16:04:30.149928+00:002024-08-07T16:07:01.071531+00:002024-08-07T16:09:31.131393+00:002024-08-07T16:12:01.195077+00:002024-08-07T16:14:31.023899+00:002024-08-07T16:17:01.208586+00:002024-08-07T16:19:31.059134+00:002024-08-07T16:21:01.069595+00:002024-08-07T16:22:01.082511+00:002024-08-07T16:23:01.089362+00:002024-08-07T16:24:01.077473+00:002024-08-07T16:26:32.137269+00:002024-08-07T16:29:02.086378+00:00,04:02 AM04:04 AM04:07 AM04:09 AM04:12 AM04:14 AM04:17 AM04:19 AM04:21 AM04:22 AM04:23 AM04:24 AM04:26 AM04:29 AM,off_peak,0.18521999999971123
2024-08-08 04:30:00+12:00,0.9000000000014552,2024-08-07T16:31:32.087231+00:002024-08-07T16:34:02.570087+00:002024-08-07T16:36:32.065832+00:002024-08-07T16:39:32.662569+00:002024-08-07T16:42:02.234147+00:002024-08-07T16:45:02.153469+00:002024-08-07T16:48:32.100040+00:002024-08-07T16:52:02.113163+00:002024-08-07T16:56:32.143328+00:00,04:31 AM04:34 AM04:36 AM04:39 AM04:42 AM04:45 AM04:48 AM04:52 AM04:56 AM,off_peak,0.11907000000019252
2024-08-08 05:00:00+12:00,0.3999999999978172,2024-08-07T17:01:02.118389+00:002024-08-07T17:06:02.074004+00:002024-08-07T17:14:02.142823+00:002024-08-07T17:22:02.082076+00:00,05:01 AM05:06 AM05:14 AM05:22 AM,off_peak,0.05291999999971122
2024-08-08 05:30:00+12:00,0.6000000000021828,2024-08-07T17:30:32.266477+00:002024-08-07T17:38:34.140607+00:002024-08-07T17:50:34.117096+00:002024-08-07T17:53:04.140351+00:002024-08-07T17:55:34.096520+00:002024-08-07T17:58:04.075302+00:00,05:30 AM05:38 AM05:50 AM05:53 AM05:55 AM05:58 AM,off_peak,0.07938000000028879
2024-08-08 06:00:00+12:00,2.899999999997817,2024-08-07T18:00:34.164873+00:002024-08-07T18:02:34.190324+00:002024-08-07T18:04:04.114755+00:002024-08-07T18:05:04.211909+00:002024-08-07T18:06:04.115820+00:002024-08-07T18:07:04.109420+00:002024-08-07T18:08:04.117053+00:002024-08-07T18:09:04.136259+00:002024-08-07T18:10:04.168776+00:002024-08-07T18:11:04.580501+00:002024-08-07T18:12:04.075293+00:002024-08-07T18:13:04.096936+00:002024-08-07T18:13:34.092039+00:002024-08-07T18:14:34.097676+00:002024-08-07T18:15:04.142003+00:002024-08-07T18:15:34.164212+00:002024-08-07T18:16:04.164188+00:002024-08-07T18:17:04.081649+00:002024-08-07T18:17:34.081805+00:002024-08-07T18:18:04.090730+00:002024-08-07T18:19:04.334214+00:002024-08-07T18:20:04.133553+00:002024-08-07T18:21:04.116102+00:002024-08-07T18:22:04.119762+00:002024-08-07T18:23:04.132461+00:002024-08-07T18:24:34.139255+00:002024-08-07T18:25:34.207245+00:002024-08-07T18:27:04.042711+00:002024-08-07T18:28:34.058724+00:00,06:00 AM06:02 AM06:04 AM06:05 AM06:06 AM06:07 AM06:08 AM06:09 AM06:10 AM06:11 AM06:12 AM06:13 AM06:13 AM06:14 AM06:15 AM06:15 AM06:16 AM06:17 AM06:17 AM06:18 AM06:19 AM06:20 AM06:21 AM06:22 AM06:23 AM06:24 AM06:25 AM06:27 AM06:28 AM,off_peak,0.38366999999971124
2024-08-08 06:30:00+12:00,1.6000000000021828,2024-08-07T18:30:34.144913+00:002024-08-07T18:32:34.081609+00:002024-08-07T18:34:04.198968+00:002024-08-07T18:35:34.128151+00:002024-08-07T18:37:34.120701+00:002024-08-07T18:39:34.140794+00:002024-08-07T18:41:04.097165+00:002024-08-07T18:43:04.053257+00:002024-08-07T18:45:04.144143+00:002024-08-07T18:47:04.068830+00:002024-08-07T18:48:34.032639+00:002024-08-07T18:50:04.101632+00:002024-08-07T18:52:04.131669+00:002024-08-07T18:54:35.391199+00:002024-08-07T18:57:05.132419+00:002024-08-07T18:59:05.032476+00:00,06:30 AM06:32 AM06:34 AM06:35 AM06:37 AM06:39 AM06:41 AM06:43 AM06:45 AM06:47 AM06:48 AM06:50 AM06:52 AM06:54 AM06:57 AM06:59 AM,off_peak,0.21168000000028878
2024-08-08 09:00:00+12:00,0.4000000000014552,2024-08-07T21:04:58.137861+00:002024-08-07T21:08:28.065899+00:002024-08-07T21:17:28.117676+00:002024-08-07T21:23:58.025581+00:00,09:04 AM09:08 AM09:17 AM09:23 AM,off_peak_shoulder,0.0740800000002695
2024-08-08 09:30:00+12:00,0.09999999999854481,2024-08-07T21:44:58.150801+00:00,09:44 AM,off_peak_shoulder,0.0185199999997305
2024-08-08 10:00:00+12:00,3.0,2024-08-07T22:02:28.121084+00:002024-08-07T22:03:28.114351+00:002024-08-07T22:04:28.039869+00:002024-08-07T22:05:28.171396+00:002024-08-07T22:06:28.138895+00:002024-08-07T22:06:58.153801+00:002024-08-07T22:07:58.097736+00:002024-08-07T22:08:58.041774+00:002024-08-07T22:09:58.051305+00:002024-08-07T22:10:58.061230+00:002024-08-07T22:12:28.061996+00:002024-08-07T22:13:28.067533+00:002024-08-07T22:14:28.083834+00:002024-08-07T22:15:28.151565+00:002024-08-07T22:15:58.166553+00:002024-08-07T22:16:28.051595+00:002024-08-07T22:16:58.145321+00:002024-08-07T22:17:58.141871+00:002024-08-07T22:18:28.123339+00:002024-08-07T22:18:58.147501+00:002024-08-07T22:19:58.155402+00:002024-08-07T22:20:58.139279+00:002024-08-07T22:21:58.168155+00:002024-08-07T22:23:28.051439+00:002024-08-07T22:24:28.059581+00:002024-08-07T22:25:28.150707+00:002024-08-07T22:26:28.064929+00:002024-08-07T22:27:28.078605+00:002024-08-07T22:28:28.085108+00:002024-08-07T22:28:58.057625+00:00,10:02 AM10:03 AM10:04 AM10:05 AM10:06 AM10:06 AM10:07 AM10:08 AM10:09 AM10:10 AM10:12 AM10:13 AM10:14 AM10:15 AM10:15 AM10:16 AM10:16 AM10:17 AM10:18 AM10:18 AM10:19 AM10:20 AM10:21 AM10:23 AM10:24 AM10:25 AM10:26 AM10:27 AM10:28 AM10:28 AM,off_peak_shoulder,0.5556
2024-08-08 10:30:00+12:00,3.2000000000007276,2024-08-07T22:30:28.086104+00:002024-08-07T22:31:28.099118+00:002024-08-07T22:32:58.097106+00:002024-08-07T22:33:58.114002+00:002024-08-07T22:34:58.133436+00:002024-08-07T22:35:58.139059+00:002024-08-07T22:36:58.134090+00:002024-08-07T22:37:58.051040+00:002024-08-07T22:38:58.078940+00:002024-08-07T22:39:28.062138+00:002024-08-07T22:40:28.064595+00:002024-08-07T22:41:28.131696+00:002024-08-07T22:42:28.084638+00:002024-08-07T22:43:28.083320+00:002024-08-07T22:44:58.076325+00:002024-08-07T22:46:02.424566+00:002024-08-07T22:46:33.258239+00:002024-08-07T22:47:33.126938+00:002024-08-07T22:48:33.118361+00:002024-08-07T22:49:33.142350+00:002024-08-07T22:50:03.167728+00:002024-08-07T22:51:03.142080+00:002024-08-07T22:52:03.161897+00:002024-08-07T22:52:33.064648+00:002024-08-07T22:53:33.073185+00:002024-08-07T22:54:03.159777+00:002024-08-07T22:55:03.195665+00:002024-08-07T22:55:33.079189+00:002024-08-07T22:56:33.095395+00:002024-08-07T22:58:03.171653+00:002024-08-07T22:59:03.168210+00:002024-08-07T22:59:33.127877+00:00,10:30 AM10:31 AM10:32 AM10:33 AM10:34 AM10:35 AM10:36 AM10:37 AM10:38 AM10:39 AM10:40 AM10:41 AM10:42 AM10:43 AM10:44 AM10:46 AM10:46 AM10:47 AM10:48 AM10:49 AM10:50 AM10:51 AM10:52 AM10:52 AM10:53 AM10:54 AM10:55 AM10:55 AM10:56 AM10:58 AM10:59 AM10:59 AM,off_peak_shoulder,0.5926400000001347
2024-08-08 11:00:00+12:00,2.400000000001455,2024-08-07T23:00:33.165107+00:002024-08-07T23:01:33.106606+00:002024-08-07T23:02:03.155277+00:002024-08-07T23:03:03.179665+00:002024-08-07T23:04:03.198904+00:002024-08-07T23:05:03.165831+00:002024-08-07T23:06:03.143171+00:002024-08-07T23:06:33.073029+00:002024-08-07T23:08:03.148486+00:002024-08-07T23:09:03.151780+00:002024-08-07T23:10:03.175543+00:002024-08-07T23:11:03.168961+00:002024-08-07T23:12:03.190821+00:002024-08-07T23:13:03.182203+00:002024-08-07T23:14:03.146232+00:002024-08-07T23:14:33.140649+00:002024-08-07T23:15:33.164148+00:002024-08-07T23:16:03.229669+00:002024-08-07T23:18:03.179656+00:002024-08-07T23:20:03.172426+00:002024-08-07T23:21:33.070411+00:002024-08-07T23:23:03.182900+00:002024-08-07T23:25:03.154262+00:002024-08-07T23:27:33.106364+00:00,11:00 AM11:01 AM11:02 AM11:03 AM11:04 AM11:05 AM11:06 AM11:06 AM11:08 AM11:09 AM11:10 AM11:11 AM11:12 AM11:13 AM11:14 AM11:14 AM11:15 AM11:16 AM11:18 AM11:20 AM11:21 AM11:23 AM11:25 AM11:27 AM,off_peak_shoulder,0.4444800000002695
2024-08-08 11:30:00+12:00,0.2999999999992724,2024-08-07T23:37:03.134122+00:002024-08-07T23:40:03.190701+00:002024-08-07T23:53:03.157730+00:00,11:37 AM11:40 AM11:53 AM,off_peak_shoulder,0.05555999999986525
2024-08-08 12:00:00+12:00,1.7000000000007276,2024-08-08T00:00:33.338892+00:002024-08-08T00:01:33.137183+00:002024-08-08T00:02:33.265273+00:002024-08-08T00:03:33.134925+00:002024-08-08T00:04:03.286442+00:002024-08-08T00:06:03.183601+00:002024-08-08T00:09:34.082870+00:002024-08-08T00:12:04.098375+00:002024-08-08T00:13:34.122545+00:002024-08-08T00:14:34.093106+00:002024-08-08T00:15:04.177108+00:002024-08-08T00:16:04.185924+00:002024-08-08T00:17:34.134534+00:002024-08-08T00:18:34.052794+00:002024-08-08T00:19:34.045500+00:002024-08-08T00:23:04.097828+00:002024-08-08T00:26:34.084941+00:00,12:00 PM12:01 PM12:02 PM12:03 PM12:04 PM12:06 PM12:09 PM12:12 PM12:13 PM12:14 PM12:15 PM12:16 PM12:17 PM12:18 PM12:19 PM12:23 PM12:26 PM,off_peak_shoulder,0.31484000000013473
2024-08-08 12:30:00+12:00,0.5999999999985448,2024-08-08T00:36:34.222557+00:002024-08-08T00:40:04.185732+00:002024-08-08T00:49:34.040575+00:002024-08-08T00:50:34.247888+00:002024-08-08T00:51:34.059117+00:002024-08-08T00:53:04.070136+00:00,12:36 PM12:40 PM12:49 PM12:50 PM12:51 PM12:53 PM,off_peak_shoulder,0.1111199999997305
